htid	page_number	page_tokens
inu.30000109857304	1	[]
inu.30000109857304	2	[]
inu.30000109857304	3	[]
inu.30000109857304	4	[]
inu.30000109857304	5	[]
inu.30000109857304	6	[]
inu.30000109857304	7	['avel', 'ruby']
inu.30000109857304	8	[]
inu.30000109857304	9	['barry', 'big', 'day', 'gift', 'greeks', 'hannibal', 'hide', 'hunger', 'hunter', 'idol', 'island', 'kings', 'losing', 'mooncranker', 'morality', 'nelson', 'partnership', 'pascali', 'play', 'published', 'rage', 'rum', 'sacred', 'songs', 'states', 'stone', 'sugar', 'tide', 'united', 'unsworth', 'virgin', 'vulture', 'word']
inu.30000109857304	10	['auckland', 'doubleday', 'london', 'nan', 'new', 'sydney', 'talese', 'toronto', 'york']
inu.30000109857304	11	['barry', 'bloomington', 'century', 'ii', 'ijavel', 'indiana', 'intrigue', 'k', 'love', 'n', 'novel', 'oolo', 'ruby', 'twelfth', 'university', 'unsworth', 'v']
inu.30000109857304	12	['actual', 'amanda', 'america', 'author', 'barry', 'barry', 'barry', 'book', 'book', 'broadway', 'businesses', 'century', 'characters', 'cm', 'coincidental', 'congress', 'copyright', 'data', 'dead', 'design', 'dewey', 'division', 'doubleday', 'doubleday', 'doubleday', 'edition', 'either', 'entirely', 'events', 'events', 'fiction', 'fiction', 'fiction', 'fictitiously', 'first', 'group', 'house', 'house', 'imagination', 'imprint', 'imprint', 'incidents', 'intrigue', 'italy', 'library', 'living', 'locales', 'love', 'lsted', 'names', 'nan', 'nan', 'navel', 'new', 'nobility', 'novel', 'organizations', 'palermo', 'persons', 'places', 'printed', 'product', 'published', 'published', 'publishing', 'random', 'random', 'registered', 'resemblance', 'reserved', 'rights', 'ruby', 'states', 'states', 'talese', 'talese', 'tide', 'trademark', 'twelfth', 'united', 'united', 'unsworth', 'unsworth', 'unsworth', 'used', 'work', 'york']
inu.30000109857304	13	['aim']
inu.30000109857304	14	[]
inu.30000109857304	15	['book', 'job', 'price', 'rubies', 'wisdom']
inu.30000109857304	16	[]
inu.30000109857304	17	['avel', 'ruby']
inu.30000109857304	18	[]
inu.30000109857304	19	['accompanied', 'bagdad', 'became', 'bed', 'bribe', 'caliph', 'come', 'confused', 'conrad', 'conrad', 'contented', 'courier', 'course', 'courts', 'crown', 'dance', 'danced', 'dancer', 'death', 'devil', 'enemy', 'europe', 'even', 'failed', 'famous', 'gem', 'gift', 'glowed', 'gone', 'great', 'grew', 'happy', 'help', 'hen', 'hohenstaufen', 'jul', 'kept', 'khan', 'kill', 'king', 'king', 'lover', 'made', 'many', 'mongols', 'navel', 'nesrin', 'nesrin', 'others', 'paid', 'passed', 'pledge', 'plot', 'plot', 'promises', 'ranged', 'reward', 'roger', 'ruby', 'ruby', 'ruby', 'ruby', 'sad', 'secret', 'sent', 'shameless', 'share', 'sicily', 'songs', 'stake', 'stolen', 'stories', 'stories', 'time', 'told', 'troubadour', 'vindictive', 'way', 'wealth', 'wilder', 'woman']
inu.30000109857304	20	['afraid', 'afterthought', 'anything', 'appearance', 'april', 'asked', 'asked', 'asked', 'attempt', 'begin', 'best', 'better', 'bookkeeper', 'bribe', 'called', 'came', 'capacity', 'carelessly', 'chancery', 'choose', 'clerk', 'control', 'control', 'count', 'count', 'day', 'disarming', 'diwan', 'diwan', 'door', 'door', 'duration', 'dwarf', 'easily', 'end', 'enlivened', 'even', 'ever', 'fact', 'followed', 'future', 'future', 'gathering', 'gift', 'hearing', 'held', 'hinged', 'however', 'human', 'ibn', 'indeed', 'indeed', 'ingrained', 'jester', 'king', 'knew', 'knew', 'knows', 'late', 'leo', 'lies', 'life', 'like', 'lord', 'made', 'majlis', 'majlis', 'mansur', 'matter', 'may', 'memory', 'might', 'mission', 'moment', 'monthly', 'much', 'must', 'named', 'naples', 'neither', 'nothing', 'official', 'officials', 'one', 'one', 'one', 'one', 'openly', 'openness', 'overlooked', 'overlooked', 'palace', 'palermo', 'palermo', 'past', 'peasant', 'people', 'pleasures', 'present', 'prince', 'private', 'prove', 'purveyor', 'quarrel', 'quite', 'rare', 'rather', 'recently', 'refused', 'remain', 'remaining', 'resounding', 'return', 'returned', 'royal', 'say', 'secrecy', 'secrecy', 'served', 'served', 'short', 'shows', 'something', 'speak', 'stayed', 'stefanos', 'story', 'story', 'strange', 'strangled', 'striven', 'subordinate', 'suspicion', 'swinging', 'swings', 'swings', 'teach', 'tempted', 'things', 'things', 'though', 'thurstan', 'time', 'title', 'together', 'told', 'truth', 'twice', 'two', 'two', 'undertaken', 'way', 'well', 'whether', 'whole', 'wide', 'wrath', 'years', 'yusuf', 'yusuf']
inu.30000109857304	21	['able', 'advancement', 'adverse', 'alike', 'always', 'among', 'arab', 'barbarity', 'belonged', 'born', 'brother', 'brought', 'brought', 'case', 'causes', 'certain', 'character', 'charge', 'charges', 'child', 'clenching', 'concealed', 'contempt', 'damp', 'deeper', 'denied', 'dialect', 'died', 'difficult', 'direct', 'disrespectful', 'distrusted', 'divisions', 'doorman', 'drunken', 'easily', 'either', 'england', 'eunuch', 'failure', 'father', 'father', 'father', 'fear', 'felt', 'find', 'fists', 'flame', 'follow', 'france', 'france', 'gave', 'give', 'glaring', 'grass', 'greek', 'green', 'higher', 'hoped', 'host', 'hostility', 'hotly', 'huge', 'incursion', 'insult', 'italy', 'judgment', 'knew', 'knew', 'knight', 'knights', 'know', 'landless', 'language', 'later', 'later', 'like', 'like', 'little', 'look', 'look', 'lord', 'lord', 'loudly', 'majlis', 'man', 'mark', 'martin', 'martin', 'martin', 'may', 'meetings', 'mind', 'morning', 'moslem', 'mother', 'mother', 'moving', 'norman', 'norman', 'norman', 'norman', 'norman', 'norman', 'normans', 'northern', 'northern', 'nowhere', 'occasion', 'one', 'open', 'opening', 'palace', 'palace', 'part', 'personal', 'pieces', 'possible', 'pound', 'practice', 'presence', 'quarrel', 'quarrels', 'quarter', 'querulous', 'rank', 'rare', 'remained', 'repeated', 'restrained', 'robe', 'roughly', 'rule', 'saffron', 'saracen', 'saxon', 'say', 'say', 'slight', 'slow', 'speak', 'spoke', 'spokesman', 'still', 'stress', 'struggling', 'surface', 'tensions', 'turban', 'uncouthness', 'us', 'us', 'vannes', 'voice', 'whatever', 'william', 'william', 'wizened', 'women', 'words', 'worked', 'year', 'years', 'yusuf']
