htid	page_number	page_tokens
inu.30000118997943	1	[]
inu.30000118997943	2	[]
inu.30000118997943	3	[]
inu.30000118997943	4	['fl', 'iana', 'sit']
inu.30000118997943	5	[]
inu.30000118997943	6	[]
inu.30000118997943	7	['birds', 'trees']
inu.30000118997943	8	['age', 'always', 'author', 'babylon', 'birds', 'bound', 'calls', 'candlelight', 'change', 'child', 'devil', 'flamingo', 'glass', 'grain', 'honour', 'learning', 'little', 'little', 'love', 'odd', 'pinch', 'sea', 'skin', 'slippers', 'solitary', 'tortoise', 'trees', 'truth', 'tune', 'woman']
inu.30000118997943	9	['bawden', 'evanston', 'francisco', 'harper', 'london', 'new', 'nina', 'pirds', 'publishers', 'row', 'san', 'trees', 'york']
inu.30000118997943	10	['address', 'america', 'articles', 'bawden', 'birds', 'book', 'book', 'brief', 'card', 'case', 'catalog', 'congress', 'copyright', 'critical', 'east', 'edition', 'embodied', 'except', 'first', 'harper', 'indiana', 'information', 'libram', 'library', 'manner', 'may', 'new', 'nina', 'number', 'number', 'part', 'permission', 'printed', 'publishers', 'quotations', 'reproduced', 'reserved', 'reviews', 'rights', 'row', 'standard', 'states', 'street', 'trees', 'united', 'university', 'used', 'whatsoever', 'without', 'written', 'york']
inu.30000118997943	11	['affection', 'gratitude', 'guest', 'john']
inu.30000118997943	12	[]
